cve,cvss,epss,percentile
CVE-2017-18208,5.5,0.0004400000,0.0841200000
CVE-2017-18214,7.5,0.0023800000,0.6147600000
CVE-2017-18232,5.5,0.0004200000,0.0568200000
CVE-2017-18344,5.5,0.0009600000,0.3988000000
CVE-2017-18551,6.7,0.0004500000,0.1238700000
CVE-2017-18640,7.5,0.0066000000,0.7718300000
CVE-2017-2598,4.3,0.0010600000,0.4262800000
CVE-2017-2599,5.4,0.0013000000,0.4734200000
CVE-2017-2600,4.3,0.0014800000,0.5036400000
CVE-2017-2601,5.4,0.0017500000,0.5422500000
CVE-2017-2602,4.3,0.0010000000,0.4080600000
CVE-2017-2603,3.5,0.0009500000,0.3947900000
CVE-2017-2604,4.3,0.0010600000,0.4262800000
CVE-2017-2606,4.3,0.0018700000,0.5559100000
CVE-2017-2607,5.4,0.0005400000,0.1995300000
CVE-2017-2608,8.8,0.0054900000,0.7475300000
CVE-2017-2609,4.3,0.0008700000,0.3590400000
CVE-2017-2610,5.4,0.0009000000,0.3762600000
CVE-2017-2611,4.3,0.0025400000,0.6276200000
CVE-2017-2612,5.4,0.0015600000,0.5162200000
CVE-2017-2613,5.4,0.0014100000,0.4940500000
CVE-2017-2616,4.7,0.0004200000,0.0568200000
CVE-2017-2636,7.0,0.0004400000,0.0841200000
CVE-2017-2671,5.5,0.0004500000,0.1276800000
CVE-2017-2925,8.8,0.0139900000,0.8486300000
CVE-2017-2926,8.8,0.0139900000,0.8486300000
CVE-2017-2927,8.8,0.0183600000,0.8688200000
CVE-2017-2928,8.8,0.0139900000,0.8486300000
CVE-2017-2930,8.8,0.9572000000,0.9920700000
CVE-2017-2931,8.8,0.4725400000,0.9701000000
CVE-2017-2932,8.8,0.9398300000,0.9885800000
CVE-2017-2933,8.8,0.9271200000,0.9869000000
CVE-2017-2934,8.8,0.9134500000,0.9853400000
CVE-2017-2935,8.8,0.9271200000,0.9869000000
CVE-2017-2936,8.8,0.0113400000,0.8304500000
CVE-2017-2937,8.8,0.0113400000,0.8304500000
CVE-2017-2939,7.8,0.0044200000,0.7189600000
CVE-2017-2940,7.8,0.0028000000,0.6467600000
CVE-2017-2941,7.8,0.0056300000,0.7509300000
CVE-2017-2942,7.8,0.0053100000,0.7432400000
CVE-2017-2943,7.8,0.0028000000,0.6467600000
CVE-2017-2944,7.8,0.0029800000,0.6580300000
CVE-2017-2945,7.8,0.0058700000,0.7563300000
CVE-2017-2946,7.8,0.2581000000,0.9612000000
CVE-2017-2947,5.5,0.0021200000,0.5870600000
CVE-2017-2948,7.8,0.0053100000,0.7432400000
CVE-2017-2949,7.8,0.7809900000,0.9786700000
CVE-2017-2950,7.8,0.0045500000,0.7232100000
CVE-2017-2951,7.8,0.0045500000,0.7232100000
CVE-2017-2952,7.8,0.0058700000,0.7563300000
CVE-2017-2953,7.8,0.0028000000,0.6467600000
CVE-2017-2954,7.8,0.0028000000,0.6467600000
CVE-2017-2955,7.8,0.0025200000,0.6260700000
CVE-2017-2956,7.8,0.0025200000,0.6260700000
CVE-2017-2957,7.8,0.0025200000,0.6260700000
CVE-2017-2958,7.8,0.0025200000,0.6260700000
CVE-2017-2959,7.8,0.7792300000,0.9786400000
CVE-2017-2960,7.8,0.4958700000,0.9709500000
CVE-2017-2961,7.8,0.0034000000,0.6801300000
CVE-2017-2962,7.8,0.3419500000,0.9656000000
CVE-2017-2963,7.8,0.0056300000,0.7509300000
CVE-2017-2964,7.8,0.4958700000,0.9709500000
CVE-2017-2965,7.8,0.4958700000,0.9709500000
CVE-2017-2966,7.8,0.7792300000,0.9786400000
CVE-2017-2967,7.8,0.0056300000,0.7509300000
CVE-2017-2970,7.8,0.0047400000,0.7284000000
CVE-2017-2971,7.8,0.0030500000,0.6616700000
CVE-2017-2972,7.8,0.0012200000,0.4607100000
CVE-2017-2982,8.8,0.0113400000,0.8304500000
CVE-2017-2983,7.8,0.0018200000,0.5507700000
CVE-2017-2984,8.8,0.0183600000,0.8688200000
CVE-2017-2985,8.8,0.9402900000,0.9886200000
CVE-2017-2986,8.8,0.9366900000,0.9881700000
CVE-2017-2987,8.8,0.0203600000,0.8762200000
CVE-2017-2988,8.8,0.9303500000,0.9872600000
CVE-2017-2990,8.8,0.0139900000,0.8486300000
CVE-2017-2991,8.8,0.0139900000,0.8486300000
CVE-2017-2992,8.8,0.9258400000,0.9867400000
CVE-2017-2993,8.8,0.0113400000,0.8304500000
CVE-2017-2994,8.8,0.0083200000,0.8002400000
CVE-2017-2995,8.8,0.0133400000,0.8447800000
CVE-2017-2996,8.8,0.0139900000,0.8486300000
CVE-2017-2997,8.8,0.0246200000,0.8875500000
CVE-2017-2998,8.8,0.0139900000,0.8486300000
CVE-2017-2999,8.8,0.0139900000,0.8486300000
CVE-2017-3000,6.5,0.0021900000,0.5942400000
CVE-2017-3001,8.8,0.0113600000,0.8306400000
CVE-2017-3002,8.8,0.0113400000,0.8304500000
CVE-2017-3003,8.8,0.0113400000,0.8304500000
CVE-2017-3006,8.8,0.0289700000,0.8956100000
CVE-2017-3007,7.8,0.0005100000,0.1801000000
CVE-2017-3009,7.5,0.0035100000,0.6854500000
CVE-2017-3010,9.8,0.0043300000,0.7160700000
CVE-2017-3011,7.8,0.0023600000,0.6127900000
CVE-2017-3012,7.8,0.0018200000,0.5507700000
CVE-2017-3013,7.8,0.0015500000,0.5149500000
CVE-2017-3014,7.8,0.0039100000,0.7019000000
CVE-2017-3015,7.8,0.0024500000,0.6208900000
CVE-2017-3016,8.8,0.0221200000,0.8816600000
CVE-2017-3017,7.8,0.0023600000,0.6127900000
CVE-2017-3018,7.8,0.0023600000,0.6127900000
CVE-2017-3019,7.8,0.0047500000,0.7285900000
CVE-2017-3020,3.3,0.0016400000,0.5270600000
CVE-2017-3021,3.3,0.0013300000,0.4783100000
CVE-2017-3022,3.3,0.0030100000,0.6592800000
CVE-2017-3023,7.8,0.0039200000,0.7022500000
CVE-2017-3024,7.8,0.0023600000,0.6127900000
CVE-2017-3025,7.8,0.0023600000,0.6127900000
CVE-2017-3026,7.8,0.0039100000,0.7019000000
CVE-2017-3027,7.8,0.0039100000,0.7019000000
CVE-2017-3028,7.8,0.0039200000,0.7022500000
CVE-2017-3029,3.3,0.0016400000,0.5270600000
CVE-2017-3030,7.8,0.0023600000,0.6127900000
CVE-2017-3031,3.3,0.0018800000,0.5596000000
CVE-2017-3032,3.3,0.0018800000,0.5596000000
CVE-2017-3033,3.3,0.0018800000,0.5596000000
CVE-2017-3034,7.8,0.0048900000,0.7328000000
CVE-2017-3035,7.8,0.0021400000,0.5901300000
CVE-2017-3036,7.8,0.1601400000,0.9529600000
CVE-2017-3037,9.8,0.0131700000,0.8439400000
CVE-2017-3038,7.8,0.0055700000,0.7493700000
CVE-2017-3039,7.8,0.0023600000,0.6127900000
CVE-2017-3040,7.8,0.0033500000,0.6782200000
CVE-2017-3041,7.8,0.0024500000,0.6208900000
CVE-2017-3042,7.8,0.0092700000,0.8115100000
CVE-2017-3043,5.5,0.0044700000,0.7202800000
CVE-2017-3044,7.8,0.1601400000,0.9529600000
CVE-2017-3045,5.5,0.0989800000,0.9415900000
CVE-2017-3046,5.5,0.5736400000,0.9729400000
CVE-2017-3047,7.8,0.0024800000,0.6230200000
CVE-2017-3048,7.8,0.6096200000,0.9738400000
CVE-2017-3049,7.8,0.0094400000,0.8132200000
CVE-2017-3050,7.8,0.0258600000,0.8901900000
CVE-2017-3051,7.8,0.0139600000,0.8483800000
CVE-2017-3052,5.5,0.5736400000,0.9729400000
CVE-2017-3053,5.5,0.5736400000,0.9729400000
CVE-2017-3054,7.8,0.0023600000,0.6127900000
CVE-2017-3055,7.8,0.0092700000,0.8115100000
CVE-2017-3056,7.8,0.0033500000,0.6782200000
CVE-2017-3057,7.8,0.0024800000,0.6230200000
CVE-2017-3058,7.8,0.0036000000,0.6898900000
CVE-2017-3059,9.8,0.0172100000,0.8636300000
CVE-2017-3060,9.8,0.0284700000,0.8948700000
CVE-2017-3061,9.8,0.6962600000,0.9761600000
CVE-2017-3062,9.8,0.0172100000,0.8636300000
CVE-2017-3063,9.8,0.0172100000,0.8636300000
CVE-2017-3064,7.8,0.0295400000,0.8964200000
CVE-2017-3065,7.8,0.0023600000,0.6127900000
CVE-2017-3068,8.8,0.4744400000,0.9701900000
CVE-2017-3069,8.8,0.0139900000,0.8486300000
CVE-2017-3070,8.8,0.0139900000,0.8486300000
CVE-2017-3071,8.8,0.0134600000,0.8454000000
CVE-2017-3072,8.8,0.0139900000,0.8486300000
CVE-2017-3073,8.8,0.0103200000,0.8214200000
CVE-2017-3074,8.8,0.0139900000,0.8486300000
CVE-2017-3075,9.8,0.0155400000,0.8567300000
CVE-2017-3076,9.8,0.6962600000,0.9761600000
CVE-2017-3077,9.8,0.6962600000,0.9761600000
CVE-2017-3078,9.8,0.6962600000,0.9761600000
CVE-2017-3079,9.8,0.0147300000,0.8522700000
CVE-2017-3080,6.5,0.0024200000,0.6169700000
CVE-2017-3081,9.8,0.0153800000,0.8559200000
CVE-2017-3082,9.8,0.0153300000,0.8556400000
CVE-2017-3083,9.8,0.0155400000,0.8567300000
CVE-2017-3084,9.8,0.0155400000,0.8567300000
CVE-2017-3085,7.4,0.0048100000,0.7305000000
CVE-2017-3086,9.8,0.0180400000,0.8673800000
CVE-2017-3099,8.8,0.0139900000,0.8486300000
CVE-2017-3100,6.5,0.0031100000,0.6651100000
CVE-2017-3106,8.8,0.3519700000,0.9660000000
CVE-2017-3112,9.8,0.3050800000,0.9639500000
CVE-2017-3113,8.8,0.0114300000,0.8311100000
CVE-2017-3114,9.8,0.3050800000,0.9639500000
CVE-2017-3115,6.5,0.0033600000,0.6786400000
CVE-2017-3116,8.8,0.0141500000,0.8493800000
CVE-2017-3117,8.8,0.0096500000,0.8152800000
CVE-2017-3118,6.5,0.0058100000,0.7553200000
CVE-2017-3119,8.8,0.0221200000,0.8816600000
CVE-2017-3120,8.8,0.0102900000,0.8211400000
CVE-2017-3121,8.8,0.0173600000,0.8643000000
CVE-2017-3122,6.5,0.0144200000,0.8506700000
CVE-2017-3123,8.8,0.0173600000,0.8643000000
CVE-2017-3124,9.8,0.0155600000,0.8568100000
CVE-2017-3136,5.9,0.1307400000,0.9485700000
CVE-2017-3137,7.5,0.2981100000,0.9634400000
CVE-2017-3139,7.5,0.0020800000,0.5828000000
CVE-2017-3142,3.7,0.0311900000,0.8989500000
CVE-2017-3143,5.9,0.0295200000,0.8964000000
CVE-2017-3145,7.5,0.0967500000,0.9408500000
CVE-2017-3167,9.8,0.0100100000,0.8188500000
CVE-2017-3169,9.8,0.0122400000,0.8375600000
CVE-2017-3231,4.3,0.0038500000,0.6994400000
CVE-2017-3238,6.5,0.0027300000,0.6420100000
CVE-2017-3240,3.3,0.0005200000,0.1822900000
CVE-2017-3241,9.0,0.0389100000,0.9087300000
CVE-2017-3243,4.4,0.0010500000,0.4216400000
CVE-2017-3244,6.5,0.0027300000,0.6420100000
CVE-2017-3248,9.8,0.9718200000,0.9974400000
CVE-2017-3251,4.9,0.0015900000,0.5195800000
CVE-2017-3252,5.8,0.0018800000,0.5590700000
CVE-2017-3253,7.5,0.0044900000,0.7210900000
CVE-2017-3256,6.5,0.0012000000,0.4574300000
CVE-2017-3257,6.5,0.0055800000,0.7494900000
CVE-2017-3258,6.5,0.0035900000,0.6890200000
CVE-2017-3259,3.7,0.0041200000,0.7087600000
CVE-2017-3260,8.3,0.0028600000,0.6508200000
CVE-2017-3261,4.3,0.0032600000,0.6730200000
CVE-2017-3262,5.3,0.0032800000,0.6744200000
CVE-2017-3265,5.6,0.0004700000,0.1449700000
CVE-2017-3272,9.6,0.0043300000,0.7159400000
CVE-2017-3273,6.5,0.0016900000,0.5353700000
CVE-2017-3289,9.6,0.0047400000,0.7283600000
CVE-2017-3291,6.3,0.0004700000,0.1468800000
CVE-2017-3302,7.5,0.0188700000,0.8708800000
CVE-2017-3305,5.3,0.0019900000,0.5726400000
CVE-2017-3308,7.7,0.0025600000,0.6301700000
CVE-2017-3309,7.7,0.0025600000,0.6301700000
CVE-2017-3310,9.0,0.0020800000,0.5828300000
CVE-2017-3312,6.7,0.0004700000,0.1449700000
CVE-2017-3313,4.7,0.0005600000,0.2124100000
CVE-2017-3317,4.0,0.0004700000,0.1468800000
CVE-2017-3318,4.0,0.0005600000,0.2155800000
CVE-2017-3319,3.1,0.0012400000,0.4629200000
CVE-2017-3320,2.4,0.0007200000,0.3008200000
CVE-2017-3329,7.5,0.0033300000,0.6772300000
CVE-2017-3331,6.5,0.0012000000,0.4575500000
CVE-2017-3450,7.5,0.0037100000,0.6940700000
CVE-2017-3452,6.5,0.0012000000,0.4575500000
CVE-2017-3453,6.5,0.0027300000,0.6420100000
CVE-2017-3454,5.5,0.0009000000,0.3771700000
CVE-2017-3455,5.4,0.0010100000,0.4093900000
CVE-2017-3456,4.9,0.0014900000,0.5051900000
CVE-2017-3457,4.9,0.0009000000,0.3771700000
CVE-2017-3458,4.9,0.0009000000,0.3771700000
CVE-2017-3459,4.9,0.0009000000,0.3771700000
CVE-2017-3460,4.9,0.0009000000,0.3771700000
CVE-2017-3461,4.9,0.0013000000,0.4739900000
CVE-2017-3462,4.9,0.0013000000,0.4739900000
CVE-2017-3463,4.9,0.0013000000,0.4739900000
CVE-2017-3464,4.3,0.0024100000,0.6164400000
CVE-2017-3465,4.3,0.0010100000,0.4093900000
CVE-2017-3467,3.7,0.0018000000,0.5475900000
CVE-2017-3468,3.1,0.0009500000,0.3950200000
CVE-2017-3486,7.2,0.0004500000,0.1265100000
CVE-2017-3506,7.4,0.9692700000,0.9961900000
CVE-2017-3509,4.2,0.0034700000,0.6831900000
CVE-2017-3511,7.7,0.0010500000,0.4212800000
CVE-2017-3512,8.3,0.0029600000,0.6570600000
CVE-2017-3514,8.3,0.0039200000,0.7022000000
CVE-2017-3526,5.9,0.0070100000,0.7798700000
CVE-2017-3529,5.3,0.0013100000,0.4742600000
CVE-2017-3531,7.2,0.0013800000,0.4876000000
CVE-2017-3533,3.7,0.0022900000,0.6070800000
CVE-2017-3539,3.1,0.0019700000,0.5713400000
CVE-2017-3544,3.7,0.0019700000,0.5713400000
CVE-2017-3567,5.3,0.0008900000,0.3720100000
CVE-2017-3599,7.5,0.9574800000,0.9921400000
CVE-2017-3600,6.6,0.0014900000,0.5052900000
CVE-2017-3633,6.5,0.0034000000,0.6801400000
CVE-2017-3634,6.5,0.0014100000,0.4932500000
CVE-2017-3635,5.3,0.0015400000,0.5123700000
CVE-2017-3636,5.3,0.0005100000,0.1794900000
CVE-2017-3637,5.3,0.0013100000,0.4742600000
CVE-2017-3638,4.9,0.0009800000,0.4021600000
CVE-2017-3639,4.9,0.0009800000,0.4021600000
CVE-2017-3640,4.9,0.0009800000,0.4021600000
CVE-2017-3641,4.9,0.0013400000,0.4802500000
CVE-2017-3642,4.9,0.0009800000,0.4021600000
CVE-2017-3643,4.9,0.0009800000,0.4021600000
CVE-2017-3644,4.9,0.0009800000,0.4021600000
CVE-2017-3645,4.9,0.0009800000,0.4021600000
CVE-2017-3646,4.9,0.0009800000,0.4021600000
CVE-2017-3647,4.4,0.0009600000,0.3970000000
CVE-2017-3648,4.4,0.0009600000,0.3965900000
CVE-2017-3649,4.4,0.0009600000,0.3970000000
CVE-2017-3650,3.7,0.0019100000,0.5620700000
CVE-2017-3651,4.3,0.0021400000,0.5898400000
CVE-2017-3652,4.2,0.0018400000,0.5526500000
CVE-2017-3653,3.1,0.0011600000,0.4496500000
CVE-2017-3731,7.5,0.0455200000,0.9152300000
CVE-2017-3732,5.9,0.0051000000,0.7382800000
CVE-2017-3736,6.5,0.0024300000,0.6179000000
CVE-2017-3737,5.9,0.9564500000,0.9918900000
CVE-2017-3823,8.8,0.9072400000,0.9847100000
CVE-2017-3857,7.5,0.0024900000,0.6234600000
CVE-2017-3864,8.6,0.0023700000,0.6139300000
CVE-2017-3881,9.8,0.9747000000,0.9995300000
CVE-2017-4898,8.8,0.0005200000,0.1878300000
CVE-2017-4899,4.7,0.0005200000,0.1878300000
CVE-2017-4900,5.5,0.0005200000,0.1878300000
CVE-2017-4901,9.9,0.0040000000,0.7053800000
CVE-2017-4902,8.8,0.0007600000,0.3133100000
CVE-2017-4903,8.8,0.0007600000,0.3133100000
CVE-2017-4904,8.8,0.0007600000,0.3133100000
CVE-2017-4905,5.5,0.0006200000,0.2465300000
CVE-2017-4907,9.8,0.0537700000,0.9220300000
CVE-2017-4908,7.8,0.0007600000,0.3133100000
CVE-2017-4909,7.8,0.0007000000,0.2918800000
CVE-2017-4910,7.8,0.0007600000,0.3133100000
CVE-2017-4911,7.8,0.0006300000,0.2590100000
CVE-2017-4912,7.8,0.0007000000,0.2918800000
CVE-2017-4913,7.8,0.0006300000,0.2520100000
CVE-2017-4915,7.8,0.0010700000,0.4278200000
CVE-2017-4916,6.5,0.0113500000,0.8305700000
CVE-2017-4924,8.8,0.0025700000,0.6305700000
CVE-2017-4925,5.5,0.0005900000,0.2317400000
CVE-2017-4933,8.8,0.2235900000,0.9589500000
CVE-2017-4940,6.1,0.0007500000,0.3108800000
CVE-2017-4945,5.5,0.0005600000,0.2166300000
CVE-2017-4946,7.8,0.0005900000,0.2317400000
CVE-2017-4948,7.1,0.0006200000,0.2492200000
CVE-2017-5006,6.1,0.0036700000,0.6926400000
CVE-2017-5007,6.1,0.0036700000,0.6926400000
CVE-2017-5008,6.1,0.0036700000,0.6926400000
CVE-2017-5009,8.8,0.0128500000,0.8419500000
CVE-2017-5010,6.1,0.0036700000,0.6926400000
CVE-2017-5011,6.5,0.0053600000,0.7444200000
CVE-2017-5012,8.8,0.0178200000,0.8660700000
CVE-2017-5013,6.5,0.0064200000,0.7679900000
CVE-2017-5014,6.3,0.0074300000,0.7869900000
CVE-2017-5015,6.5,0.0064000000,0.7677200000
CVE-2017-5016,6.5,0.0067400000,0.7744900000
CVE-2017-5017,4.3,0.0057500000,0.7537100000
CVE-2017-5018,6.1,0.0046100000,0.7247100000
CVE-2017-5019,6.3,0.0077800000,0.7928400000
CVE-2017-5020,6.1,0.0295400000,0.8964200000
CVE-2017-5021,4.3,0.0072100000,0.7833700000
CVE-2017-5022,4.3,0.0063300000,0.7662600000
CVE-2017-5023,4.3,0.0081700000,0.7982300000
CVE-2017-5024,5.5,0.0103700000,0.8219500000
CVE-2017-5025,5.5,0.0109900000,0.8276100000
CVE-2017-5026,4.3,0.0062800000,0.7652600000
CVE-2017-5027,4.3,0.0011200000,0.4390600000
CVE-2017-5028,6.5,0.0022000000,0.5951100000
CVE-2017-5029,8.8,0.0108700000,0.8265200000
CVE-2017-5030,8.8,0.5660500000,0.9727500000
CVE-2017-5031,8.8,0.0122300000,0.8374600000
CVE-2017-5032,8.8,0.0096400000,0.8152000000
CVE-2017-5033,4.3,0.0051300000,0.7389000000
CVE-2017-5034,8.8,0.0096400000,0.8152000000
CVE-2017-5035,8.1,0.0039000000,0.7016000000
CVE-2017-5036,7.8,0.0085600000,0.8030300000
CVE-2017-5037,7.8,0.0085000000,0.8022400000
CVE-2017-5038,6.3,0.0057300000,0.7531200000
CVE-2017-5039,7.8,0.0085000000,0.8022400000
CVE-2017-5040,4.3,0.0363700000,0.9056000000
CVE-2017-5041,4.3,0.0051700000,0.7397400000
CVE-2017-5042,5.7,0.0006100000,0.2406900000
CVE-2017-5043,8.8,0.0062600000,0.7651100000
CVE-2017-5044,6.3,0.0161300000,0.8596400000
CVE-2017-5045,6.1,0.0035300000,0.6864700000
CVE-2017-5046,4.3,0.0099700000,0.8183900000
CVE-2017-5047,8.8,0.0010800000,0.4315300000
CVE-2017-5048,8.8,0.0010800000,0.4315300000
CVE-2017-5049,8.8,0.0010800000,0.4315300000
CVE-2017-5050,8.8,0.0010800000,0.4315300000
CVE-2017-5051,8.8,0.0010800000,0.4315300000
CVE-2017-5052,8.8,0.0148800000,0.8530100000
CVE-2017-5053,9.6,0.9252900000,0.9866100000
CVE-2017-5054,8.8,0.0209600000,0.8781400000
CVE-2017-5055,8.8,0.0063700000,0.7668500000
CVE-2017-5056,8.8,0.0146400000,0.8518400000
CVE-2017-5057,8.8,0.0198900000,0.8746100000
CVE-2017-5058,8.8,0.0206200000,0.8771500000
CVE-2017-5059,8.8,0.1468500000,0.9509900000
CVE-2017-5060,6.5,0.0063500000,0.7666100000
CVE-2017-5061,5.3,0.0027600000,0.6444300000
CVE-2017-5062,8.8,0.0138700000,0.8479400000
CVE-2017-5063,8.8,0.0389600000,0.9088200000
CVE-2017-5064,8.8,0.0167500000,0.8618500000
CVE-2017-5065,4.7,0.0021500000,0.5911400000
CVE-2017-5066,6.5,0.0027600000,0.6444300000
CVE-2017-5067,6.5,0.0027600000,0.6444300000
CVE-2017-5068,7.5,0.0051600000,0.7395800000
CVE-2017-5069,6.1,0.0047800000,0.7297300000
CVE-2017-5070,8.8,0.9718300000,0.9974500000
CVE-2017-5071,6.3,0.0845700000,0.9366300000
CVE-2017-5072,6.5,0.0055500000,0.7488800000
CVE-2017-5073,8.8,0.0236100000,0.8853200000
CVE-2017-5074,8.0,0.0073700000,0.7860600000
CVE-2017-5075,4.3,0.0042500000,0.7132100000
CVE-2017-5076,6.5,0.0029900000,0.6586300000
CVE-2017-5077,8.8,0.0373600000,0.9069300000
CVE-2017-5078,8.8,0.0207500000,0.8775000000
CVE-2017-5079,4.3,0.0031100000,0.6653900000
CVE-2017-5080,8.8,0.0174900000,0.8648100000
CVE-2017-5081,3.3,0.0004200000,0.0568200000
CVE-2017-5082,5.5,0.0004200000,0.0568200000
CVE-2017-5083,4.3,0.0026400000,0.6354700000
CVE-2017-5085,6.1,0.0062300000,0.7642100000
CVE-2017-5086,6.5,0.0029900000,0.6586300000
CVE-2017-5087,8.8,0.0220100000,0.8813000000
CVE-2017-5088,8.8,0.2600100000,0.9613300000
CVE-2017-5089,6.5,0.0064700000,0.7687600000
CVE-2017-5091,8.8,0.1275600000,0.9480500000
CVE-2017-5092,8.8,0.0058400000,0.7559000000
CVE-2017-5093,6.5,0.0033900000,0.6800100000
CVE-2017-5094,6.5,0.0078000000,0.7931400000
CVE-2017-5095,8.8,0.0205800000,0.8770200000
CVE-2017-5096,4.3,0.0027700000,0.6446700000
CVE-2017-5097,8.8,0.0231700000,0.8842700000
CVE-2017-5098,8.8,0.1582900000,0.9527700000
CVE-2017-5099,8.8,0.0075700000,0.7892600000
CVE-2017-5100,8.8,0.0178100000,0.8660200000
CVE-2017-5101,6.5,0.0043100000,0.7154100000
CVE-2017-5102,4.3,0.0045000000,0.7216900000
CVE-2017-5103,4.3,0.0045000000,0.7216900000
CVE-2017-5104,6.5,0.0033900000,0.6800100000
CVE-2017-5105,6.5,0.0033900000,0.6800100000
CVE-2017-5106,6.5,0.0033900000,0.6800100000
CVE-2017-5107,5.3,0.0039200000,0.7025000000
CVE-2017-5108,8.8,0.0464200000,0.9161300000
CVE-2017-5109,4.3,0.0120900000,0.8363800000
CVE-2017-5110,6.5,0.0085200000,0.8024800000
CVE-2017-5111,8.8,0.0127500000,0.8410800000
CVE-2017-5112,8.8,0.7999200000,0.9791800000
CVE-2017-5113,8.8,0.0073300000,0.7856600000
CVE-2017-5114,8.8,0.0174700000,0.8647800000
CVE-2017-5115,8.8,0.0567100000,0.9241000000
CVE-2017-5116,8.8,0.5406600000,0.9721000000
CVE-2017-5117,6.5,0.0039700000,0.7042500000
CVE-2017-5118,4.3,0.0063800000,0.7670000000
CVE-2017-5119,4.3,0.0069800000,0.7793900000
CVE-2017-5120,6.5,0.0056400000,0.7511200000
CVE-2017-5121,8.8,0.0300300000,0.8970700000
CVE-2017-5122,8.8,0.0368700000,0.9062800000
CVE-2017-5124,6.1,0.0053500000,0.7442600000
CVE-2017-5125,8.8,0.0460500000,0.9157500000
CVE-2017-5126,8.8,0.0128400000,0.8418700000
CVE-2017-5127,8.8,0.0257300000,0.8898700000
CVE-2017-5128,8.8,0.0241900000,0.8865600000
CVE-2017-5129,8.8,0.0227100000,0.8832200000
CVE-2017-5130,8.8,0.0069600000,0.7789300000
CVE-2017-5131,8.8,0.0189100000,0.8709800000
CVE-2017-5132,8.8,0.0365400000,0.9058300000
CVE-2017-5133,8.8,0.0301900000,0.8973000000
CVE-2017-5335,7.5,0.0213900000,0.8794700000
CVE-2017-5336,9.8,0.0090500000,0.8089300000
CVE-2017-5337,9.8,0.0090000000,0.8084300000
CVE-2017-5373,9.8,0.0126100000,0.8404100000
CVE-2017-5374,9.8,0.0053800000,0.7448800000
CVE-2017-5375,9.8,0.9425600000,0.9889400000
CVE-2017-5376,9.8,0.0069300000,0.7782600000
CVE-2017-5377,9.8,0.0048700000,0.7319400000
CVE-2017-5378,7.5,0.0048400000,0.7313000000
CVE-2017-5379,7.5,0.0023000000,0.6077700000
CVE-2017-5380,9.8,0.0069300000,0.7782600000
CVE-2017-5381,7.5,0.0020600000,0.5809400000
CVE-2017-5382,7.5,0.0042600000,0.7135200000
CVE-2017-5383,5.3,0.0048300000,0.7309300000
CVE-2017-5384,5.9,0.0066600000,0.7729800000
CVE-2017-5385,7.5,0.0033700000,0.6789400000
CVE-2017-5386,7.3,0.0044600000,0.7200500000
CVE-2017-5387,3.3,0.0006300000,0.2536800000
CVE-2017-5388,7.5,0.0098200000,0.8167600000
CVE-2017-5389,6.1,0.0019900000,0.5726600000
CVE-2017-5390,9.8,0.0049400000,0.7340300000
CVE-2017-5391,9.8,0.0040400000,0.7065800000
CVE-2017-5392,9.8,0.0097600000,0.8162400000
CVE-2017-5393,6.1,0.0024900000,0.6239600000
CVE-2017-5394,8.8,0.0042300000,0.7125600000
CVE-2017-5395,4.3,0.0017500000,0.5425000000
CVE-2017-5396,9.8,0.0099400000,0.8181800000
CVE-2017-5398,9.8,0.0040300000,0.7061900000
CVE-2017-5399,9.8,0.0064500000,0.7685200000
CVE-2017-5400,9.8,0.0040300000,0.7061900000
CVE-2017-5401,9.8,0.0168800000,0.8623600000
CVE-2017-5402,9.8,0.0069600000,0.7791000000
CVE-2017-5403,9.8,0.0071200000,0.7817400000
CVE-2017-5404,9.8,0.9275200000,0.9869400000
CVE-2017-5405,5.3,0.0067400000,0.7745400000
CVE-2017-5406,7.5,0.0028000000,0.6466400000
CVE-2017-5407,6.5,0.0039000000,0.7015400000
CVE-2017-5408,5.3,0.0031200000,0.6658300000
CVE-2017-5409,5.5,0.0007400000,0.3073500000
CVE-2017-5410,9.8,0.0094200000,0.8129800000
CVE-2017-5411,7.5,0.0031900000,0.6696300000
CVE-2017-5412,7.5,0.0062300000,0.7642600000
CVE-2017-5413,9.8,0.0119400000,0.8353500000
CVE-2017-5414,5.5,0.0006000000,0.2379600000
CVE-2017-5415,5.3,0.0302900000,0.8976300000
CVE-2017-5416,7.5,0.0031900000,0.6696300000
CVE-2017-5417,5.3,0.0027500000,0.6432200000
CVE-2017-5418,5.3,0.0023300000,0.6097500000
CVE-2017-5419,7.5,0.0035300000,0.6863500000
CVE-2017-5420,6.5,0.0018500000,0.5539100000
CVE-2017-5421,7.5,0.0030400000,0.6609900000
CVE-2017-5422,7.5,0.0035400000,0.6867200000
CVE-2017-5425,7.5,0.0054000000,0.7452900000
CVE-2017-5426,5.3,0.0054000000,0.7455800000
CVE-2017-5427,5.5,0.0004200000,0.0568200000
CVE-2017-5428,9.8,0.6830000000,0.9757900000
CVE-2017-5429,9.8,0.0042900000,0.7142100000
CVE-2017-5430,9.8,0.0153200000,0.8556200000
CVE-2017-5432,9.8,0.0062500000,0.7647300000
CVE-2017-5433,9.8,0.0086300000,0.8036900000
CVE-2017-5434,9.8,0.0076000000,0.7898100000
CVE-2017-5435,9.8,0.0050900000,0.7378500000
CVE-2017-5436,8.8,0.0064500000,0.7685200000
