cve,cvss,epss,percentile
CVE-2017-5438,9.8,0.0086300000,0.8036900000
CVE-2017-5439,9.8,0.0087600000,0.8052200000
CVE-2017-5440,9.8,0.0086300000,0.8036900000
CVE-2017-5441,9.8,0.0076000000,0.7898100000
CVE-2017-5442,9.8,0.0062500000,0.7647300000
CVE-2017-5443,9.8,0.0122000000,0.8372000000
CVE-2017-5444,7.5,0.5313100000,0.9718700000
CVE-2017-5445,7.5,0.0069400000,0.7786000000
CVE-2017-5446,9.8,0.0093100000,0.8119100000
CVE-2017-5447,9.1,0.0206000000,0.8770700000
CVE-2017-5448,8.6,0.0146400000,0.8518500000
CVE-2017-5449,7.5,0.0140500000,0.8489200000
CVE-2017-5450,7.5,0.0017500000,0.5422700000
CVE-2017-5451,4.3,0.0022500000,0.6037500000
CVE-2017-5452,4.3,0.0017300000,0.5398700000
CVE-2017-5453,4.3,0.0031100000,0.6654000000
CVE-2017-5454,7.5,0.0054600000,0.7469600000
CVE-2017-5455,7.5,0.0199300000,0.8747500000
CVE-2017-5456,9.8,0.0624400000,0.9273900000
CVE-2017-5458,6.1,0.0020300000,0.5782500000
CVE-2017-5459,9.8,0.5829400000,0.9731600000
CVE-2017-5460,9.8,0.0086300000,0.8036900000
CVE-2017-5461,9.8,0.0132600000,0.8443600000
CVE-2017-5462,5.3,0.0106300000,0.8246900000
CVE-2017-5463,5.3,0.0027500000,0.6432200000
CVE-2017-5464,9.8,0.0042900000,0.7142100000
CVE-2017-5465,9.1,0.0117200000,0.8336500000
CVE-2017-5466,6.1,0.0029100000,0.6539200000
CVE-2017-5467,7.5,0.0197300000,0.8740300000
CVE-2017-5468,9.1,0.0071000000,0.7815500000
CVE-2017-5469,9.8,0.0443600000,0.9140500000
CVE-2017-5470,9.8,0.0042900000,0.7142100000
CVE-2017-5471,9.8,0.0048700000,0.7319400000
CVE-2017-5472,9.8,0.0062500000,0.7647300000
CVE-2017-5487,5.3,0.9717900000,0.9974000000
CVE-2017-5596,7.5,0.0029600000,0.6571700000
CVE-2017-5597,7.5,0.0018800000,0.5585800000
CVE-2017-5645,9.8,0.7480500000,0.9777300000
CVE-2017-5647,7.5,0.0049400000,0.7340100000
CVE-2017-5648,9.1,0.0062000000,0.7638200000
CVE-2017-5664,7.5,0.0094100000,0.8128800000
CVE-2017-5689,9.8,0.9741600000,0.9990200000
CVE-2017-5715,5.6,0.9754900000,0.9999400000
CVE-2017-5717,7.8,0.0007400000,0.3065500000
CVE-2017-5753,5.6,0.9757300000,0.9999900000
CVE-2017-5754,5.6,0.9748900000,0.9996500000
CVE-2017-5807,9.8,0.0518000000,0.9205300000
CVE-2017-5808,7.5,0.0262700000,0.8909100000
CVE-2017-5809,5.5,0.0015100000,0.5089400000
CVE-2017-6001,7.0,0.0010700000,0.4292800000
CVE-2017-6014,7.5,0.0030400000,0.6609100000
CVE-2017-6168,7.4,0.0026000000,0.6328500000
CVE-2017-6214,7.5,0.0249600000,0.8882800000
CVE-2017-6331,7.1,0.9250900000,0.9865900000
CVE-2017-6399,8.8,0.0014000000,0.4908600000
CVE-2017-6400,8.8,0.0004400000,0.1053900000
CVE-2017-6401,7.8,0.0007900000,0.3301900000
CVE-2017-6402,6.5,0.0008000000,0.3346900000
CVE-2017-6403,9.8,0.0024400000,0.6195800000
CVE-2017-6404,5.5,0.0004400000,0.1053900000
CVE-2017-6405,7.5,0.0009100000,0.3848600000
CVE-2017-6406,8.8,0.0004400000,0.1053900000
CVE-2017-6407,8.8,0.0035600000,0.6878400000
CVE-2017-6408,7.0,0.0004200000,0.0568200000
CVE-2017-6409,9.8,0.0037700000,0.6962900000
CVE-2017-6451,7.8,0.0004200000,0.0568200000
CVE-2017-6452,7.8,0.0004200000,0.0568200000
CVE-2017-6455,7.0,0.0004200000,0.0568200000
CVE-2017-6458,8.8,0.0049400000,0.7338400000
CVE-2017-6459,5.5,0.0004200000,0.0568200000
CVE-2017-6460,8.8,0.0052700000,0.7424100000
CVE-2017-6462,7.8,0.0004200000,0.0568200000
CVE-2017-6463,6.5,0.0090800000,0.8093600000
CVE-2017-6464,6.5,0.0758200000,0.9335400000
CVE-2017-6467,7.5,0.0018400000,0.5525800000
CVE-2017-6468,7.5,0.0018400000,0.5525800000
CVE-2017-6469,7.5,0.0015300000,0.5115000000
CVE-2017-6470,7.5,0.0015300000,0.5115000000
CVE-2017-6471,7.5,0.0015300000,0.5115000000
CVE-2017-6472,7.5,0.0015300000,0.5115000000
CVE-2017-6473,7.5,0.0018400000,0.5525800000
CVE-2017-6474,7.5,0.0026400000,0.6354900000
CVE-2017-6519,9.1,0.0476900000,0.9173200000
CVE-2017-6542,9.8,0.0879900000,0.9380200000
CVE-2017-6627,7.5,0.0030300000,0.6607400000
CVE-2017-6638,7.8,0.0004200000,0.0568200000
CVE-2017-6736,8.8,0.0130300000,0.8430600000
CVE-2017-6737,8.8,0.0079600000,0.7958700000
CVE-2017-6738,8.8,0.0079600000,0.7958700000
CVE-2017-6739,8.8,0.0079600000,0.7958700000
CVE-2017-6740,8.8,0.0079600000,0.7958700000
CVE-2017-6741,8.8,0.0056200000,0.7502700000
CVE-2017-6742,8.8,0.0062700000,0.7652000000
CVE-2017-6743,8.8,0.0079600000,0.7958700000
CVE-2017-6744,8.8,0.0062700000,0.7652000000
CVE-2017-6770,4.2,0.0035200000,0.6860000000
CVE-2017-6788,6.1,0.0010700000,0.4286300000
CVE-2017-6950,9.8,0.1773300000,0.9549200000
CVE-2017-6991,8.8,0.0088800000,0.8069900000
CVE-2017-7000,8.8,0.0049100000,0.7333800000
CVE-2017-7184,7.8,0.0010600000,0.4272800000
CVE-2017-7269,9.8,0.9715600000,0.9972600000
CVE-2017-7308,7.8,0.0008800000,0.3684800000
CVE-2017-7442,8.8,0.9530500000,0.9911000000
CVE-2017-7472,5.5,0.0004200000,0.0045600000
CVE-2017-7494,9.8,0.9726400000,0.9979100000
CVE-2017-7502,7.5,0.0290000000,0.8956800000
CVE-2017-7504,9.8,0.2682200000,0.9618900000
CVE-2017-7518,7.8,0.0006200000,0.2492200000
CVE-2017-7525,9.8,0.6998200000,0.9762400000
CVE-2017-7529,7.5,0.9653900000,0.9945100000
CVE-2017-7533,7.0,0.0005900000,0.2306800000
CVE-2017-7541,7.8,0.0004400000,0.0846500000
CVE-2017-7542,5.5,0.0004200000,0.0568200000
CVE-2017-7558,7.5,0.0268800000,0.8922300000
CVE-2017-7616,5.5,0.0004200000,0.0568200000
CVE-2017-7645,7.5,0.0936300000,0.9399300000
CVE-2017-7658,9.8,0.0038900000,0.7012800000
CVE-2017-7668,7.5,0.9671400000,0.9952200000
CVE-2017-7674,4.3,0.0048100000,0.7303500000
CVE-2017-7675,7.5,0.0025100000,0.6258900000
CVE-2017-7679,9.8,0.0048600000,0.7317900000
CVE-2017-7700,6.5,0.0018900000,0.5604200000
CVE-2017-7701,7.5,0.0026900000,0.6392900000
CVE-2017-7702,7.5,0.0037100000,0.6942300000
CVE-2017-7703,7.5,0.0017600000,0.5435700000
CVE-2017-7704,7.5,0.0027100000,0.6406800000
CVE-2017-7705,7.5,0.0026900000,0.6392900000
CVE-2017-7745,7.5,0.0031100000,0.6652000000
CVE-2017-7746,7.5,0.0015300000,0.5115000000
CVE-2017-7747,7.5,0.0015300000,0.5115000000
CVE-2017-7748,7.5,0.0031100000,0.6652000000
CVE-2017-7749,9.8,0.0062500000,0.7647300000
CVE-2017-7750,9.8,0.0086300000,0.8036900000
CVE-2017-7751,9.8,0.0076000000,0.7898100000
CVE-2017-7752,8.8,0.0059200000,0.7580300000
CVE-2017-7753,9.1,0.0054400000,0.7463900000
CVE-2017-7754,7.5,0.0056600000,0.7515100000
CVE-2017-7755,7.8,0.0032800000,0.6744300000
CVE-2017-7756,9.8,0.0071700000,0.7825900000
CVE-2017-7757,9.8,0.0071700000,0.7825900000
CVE-2017-7758,9.1,0.0109000000,0.8267500000
CVE-2017-7759,7.5,0.0030200000,0.6598000000
CVE-2017-7760,7.8,0.0013800000,0.4877900000
CVE-2017-7761,5.5,0.0005900000,0.2306100000
CVE-2017-7762,7.5,0.0024800000,0.6226700000
CVE-2017-7763,5.3,0.0022500000,0.6039900000
CVE-2017-7764,5.3,0.0026600000,0.6372900000
CVE-2017-7765,7.5,0.0040600000,0.7072000000
CVE-2017-7766,7.8,0.0006400000,0.2599500000
CVE-2017-7767,5.5,0.0006000000,0.2379600000
CVE-2017-7768,5.5,0.0006100000,0.2407700000
CVE-2017-7770,5.9,0.0027800000,0.6458400000
CVE-2017-7771,8.1,0.0030000000,0.6588100000
CVE-2017-7772,8.8,0.0034400000,0.6823100000
CVE-2017-7773,8.8,0.0034400000,0.6823100000
CVE-2017-7774,9.1,0.0045500000,0.7231900000
CVE-2017-7776,8.1,0.0030000000,0.6588100000
CVE-2017-7777,8.8,0.0028900000,0.6524000000
CVE-2017-7778,9.8,0.0075900000,0.7897100000
CVE-2017-7779,9.8,0.0098500000,0.8171800000
CVE-2017-7780,9.8,0.0056600000,0.7514900000
CVE-2017-7781,5.9,0.0022600000,0.6046200000
CVE-2017-7782,5.3,0.0087900000,0.8057000000
CVE-2017-7783,7.5,0.0485700000,0.9180300000
CVE-2017-7784,9.8,0.0080400000,0.7968900000
CVE-2017-7785,9.8,0.0198600000,0.8744600000
CVE-2017-7786,9.8,0.0206300000,0.8771900000
CVE-2017-7787,7.5,0.0055300000,0.7485200000
CVE-2017-7788,9.8,0.0054600000,0.7469500000
CVE-2017-7789,5.3,0.0017500000,0.5422700000
CVE-2017-7790,7.5,0.0017800000,0.5461200000
CVE-2017-7791,5.3,0.0032000000,0.6701000000
CVE-2017-7792,9.8,0.0146500000,0.8518500000
CVE-2017-7793,9.8,0.0072100000,0.7833300000
CVE-2017-7794,7.8,0.0010300000,0.4151400000
CVE-2017-7796,4.7,0.0005100000,0.1770800000
CVE-2017-7797,7.5,0.0020100000,0.5760300000
CVE-2017-7798,8.8,0.0076200000,0.7901800000
CVE-2017-7799,6.1,0.0020300000,0.5777600000
CVE-2017-7800,9.8,0.0091300000,0.8099400000
CVE-2017-7801,9.8,0.0091300000,0.8099400000
CVE-2017-7802,9.8,0.0080400000,0.7968900000
CVE-2017-7803,7.5,0.0053400000,0.7437600000
CVE-2017-7804,7.5,0.0040200000,0.7058900000
CVE-2017-7805,7.5,0.0160000000,0.8588800000
CVE-2017-7806,7.5,0.0022700000,0.6049900000
CVE-2017-7807,8.1,0.0057500000,0.7536600000
CVE-2017-7808,5.3,0.0036200000,0.6904500000
CVE-2017-7809,9.8,0.0080400000,0.7968900000
CVE-2017-7810,9.8,0.0107300000,0.8254400000
CVE-2017-7811,9.8,0.0053800000,0.7448800000
CVE-2017-7812,5.3,0.0025500000,0.6292700000
CVE-2017-7813,8.2,0.0040600000,0.7071200000
CVE-2017-7814,7.8,0.0018000000,0.5475300000
CVE-2017-7815,5.3,0.0017500000,0.5422700000
CVE-2017-7816,5.3,0.0023700000,0.6135200000
CVE-2017-7817,5.3,0.0017500000,0.5422700000
CVE-2017-7818,9.8,0.0084900000,0.8021600000
CVE-2017-7819,9.8,0.0069400000,0.7786300000
CVE-2017-7820,5.3,0.0058000000,0.7551700000
CVE-2017-7821,9.8,0.0054600000,0.7469500000
CVE-2017-7822,5.3,0.0045800000,0.7238700000
CVE-2017-7823,5.4,0.0068400000,0.7767500000
CVE-2017-7824,9.8,0.0365400000,0.9058300000
CVE-2017-7825,5.3,0.0058600000,0.7562900000
CVE-2017-7826,9.8,0.0103100000,0.8213700000
CVE-2017-7827,9.8,0.0056600000,0.7514900000
CVE-2017-7828,9.8,0.0072500000,0.7841400000
CVE-2017-7829,5.3,0.0063900000,0.7675200000
CVE-2017-7830,6.5,0.0097000000,0.8157600000
CVE-2017-7831,5.3,0.0042700000,0.7137700000
CVE-2017-7832,5.3,0.0032400000,0.6722600000
CVE-2017-7833,5.3,0.0032400000,0.6722600000
CVE-2017-7834,6.1,0.0032200000,0.6712300000
CVE-2017-7835,7.3,0.0056600000,0.7515100000
CVE-2017-7836,7.8,0.0005900000,0.2317400000
CVE-2017-7837,5.3,0.0032400000,0.6722600000
CVE-2017-7838,5.3,0.0032400000,0.6722600000
CVE-2017-7839,6.1,0.0025300000,0.6270700000
CVE-2017-7840,6.1,0.0025300000,0.6270700000
CVE-2017-7842,5.3,0.0042700000,0.7137700000
CVE-2017-7843,7.5,0.0079700000,0.7959400000
CVE-2017-7844,6.5,0.0036200000,0.6903500000
CVE-2017-7845,8.8,0.0139300000,0.8483200000
CVE-2017-7846,8.8,0.0139000000,0.8480700000
CVE-2017-7847,4.3,0.0118100000,0.8343300000
CVE-2017-7848,5.3,0.0225000000,0.8825400000
CVE-2017-7889,7.8,0.0004200000,0.0568200000
CVE-2017-7890,6.5,0.2978700000,0.9634200000
CVE-2017-7895,9.8,0.9046700000,0.9844800000
CVE-2017-7926,8.8,0.0008700000,0.3595900000
CVE-2017-7930,7.4,0.0013800000,0.4884000000
CVE-2017-7934,5.9,0.0008200000,0.3402700000
CVE-2017-8310,5.5,0.0012300000,0.4609000000
CVE-2017-8311,7.8,0.1097000000,0.9444100000
CVE-2017-8312,5.5,0.0007900000,0.3292800000
CVE-2017-8313,5.5,0.0013700000,0.4856100000
CVE-2017-8460,7.3,0.0006500000,0.2696800000
CVE-2017-8462,5.0,0.0007800000,0.3285700000
CVE-2017-8463,7.8,0.2927900000,0.9632300000
CVE-2017-8464,8.8,0.9745600000,0.9994100000
CVE-2017-8465,7.8,0.0004900000,0.1641700000
CVE-2017-8466,7.8,0.0006500000,0.2702700000
CVE-2017-8467,7.0,0.0019600000,0.5700100000
CVE-2017-8468,7.8,0.0004900000,0.1641700000
CVE-2017-8469,5.5,0.0009500000,0.3958500000
CVE-2017-8470,5.0,0.0007800000,0.3285700000
CVE-2017-8471,5.0,0.0007800000,0.3285700000
CVE-2017-8472,5.0,0.0007800000,0.3285700000
CVE-2017-8473,5.0,0.0007800000,0.3285700000
CVE-2017-8474,5.0,0.0013100000,0.4746300000
CVE-2017-8475,5.0,0.0007000000,0.2908900000
CVE-2017-8476,5.0,0.0007800000,0.3285700000
CVE-2017-8477,5.0,0.0008500000,0.3542600000
CVE-2017-8478,5.0,0.0007800000,0.3285700000
CVE-2017-8479,5.0,0.0007800000,0.3285700000
CVE-2017-8480,5.0,0.0007800000,0.3285700000
CVE-2017-8481,5.0,0.0007800000,0.3285700000
CVE-2017-8482,5.0,0.0007800000,0.3285700000
CVE-2017-8483,5.0,0.0008500000,0.3542600000
CVE-2017-8484,5.0,0.0007800000,0.3285700000
CVE-2017-8485,5.0,0.0007800000,0.3285700000
CVE-2017-8486,4.7,0.0013100000,0.4754400000
CVE-2017-8488,5.0,0.0007800000,0.3285700000
CVE-2017-8489,5.0,0.0007800000,0.3285700000
CVE-2017-8490,5.0,0.0007400000,0.3072800000
CVE-2017-8491,5.0,0.0007800000,0.3285700000
CVE-2017-8492,5.0,0.0007800000,0.3285700000
CVE-2017-8493,5.5,0.0005900000,0.2306700000
CVE-2017-8494,7.3,0.0010400000,0.4210700000
CVE-2017-8495,7.5,0.0042500000,0.7130400000
CVE-2017-8496,7.5,0.9504700000,0.9905100000
CVE-2017-8497,7.5,0.0477900000,0.9175000000
CVE-2017-8498,4.3,0.0018100000,0.5500500000
CVE-2017-8499,7.5,0.0477900000,0.9175000000
CVE-2017-8501,7.8,0.2316600000,0.9595300000
CVE-2017-8502,7.8,0.2316600000,0.9595300000
CVE-2017-8503,8.8,0.0010000000,0.4082400000
CVE-2017-8504,4.3,0.0034700000,0.6834000000
CVE-2017-8506,7.8,0.2927900000,0.9632300000
CVE-2017-8507,7.8,0.2316600000,0.9595300000
CVE-2017-8508,5.5,0.0014900000,0.5049900000
CVE-2017-8509,8.8,0.0968500000,0.9408800000
CVE-2017-8510,8.8,0.1576800000,0.9527000000
CVE-2017-8511,7.8,0.1976800000,0.9569800000
CVE-2017-8512,8.8,0.1353200000,0.9492500000
CVE-2017-8513,7.8,0.1546600000,0.9523200000
CVE-2017-8514,5.4,0.0025500000,0.6294600000
CVE-2017-8515,5.5,0.0004300000,0.0808400000
CVE-2017-8516,7.5,0.0045900000,0.7242600000
CVE-2017-8517,7.5,0.0802300000,0.9352300000
CVE-2017-8518,7.5,0.0579300000,0.9247400000
CVE-2017-8519,7.5,0.0062900000,0.7656800000
CVE-2017-8520,7.5,0.0477900000,0.9175000000
CVE-2017-8521,7.5,0.0062900000,0.7656800000
CVE-2017-8522,7.5,0.0802300000,0.9352300000
CVE-2017-8523,4.3,0.0012400000,0.4623800000
CVE-2017-8524,7.5,0.0802300000,0.9352300000
CVE-2017-8527,8.8,0.1411500000,0.9501300000
CVE-2017-8528,8.8,0.1224700000,0.9472200000
CVE-2017-8529,6.5,0.0021900000,0.5945000000
CVE-2017-8530,5.4,0.0030600000,0.6628700000
CVE-2017-8531,6.5,0.0091800000,0.8104600000
CVE-2017-8532,6.5,0.0094300000,0.8130600000
CVE-2017-8533,6.5,0.0109700000,0.8274300000
CVE-2017-8534,6.5,0.0091800000,0.8104600000
CVE-2017-8535,5.5,0.0035700000,0.6880900000
CVE-2017-8536,5.5,0.0035700000,0.6880900000
CVE-2017-8537,5.5,0.0035700000,0.6880900000
CVE-2017-8538,7.8,0.1899300000,0.9562500000
CVE-2017-8539,5.5,0.7417100000,0.9774900000
CVE-2017-8540,7.8,0.9533200000,0.9911500000
CVE-2017-8541,7.8,0.8022800000,0.9792300000
CVE-2017-8542,5.5,0.7417100000,0.9774900000
CVE-2017-8543,9.8,0.3145100000,0.9643200000
CVE-2017-8544,5.5,0.0065600000,0.7707500000
CVE-2017-8545,6.5,0.0032400000,0.6724600000
CVE-2017-8547,7.5,0.0054300000,0.7462800000
CVE-2017-8548,7.5,0.9449400000,0.9894600000
CVE-2017-8549,7.5,0.0028200000,0.6480200000
CVE-2017-8550,5.4,0.2462200000,0.9605300000
CVE-2017-8551,6.1,0.0041800000,0.7110500000
CVE-2017-8552,7.8,0.0004300000,0.0767400000
CVE-2017-8553,4.7,0.0016900000,0.5350400000
CVE-2017-8554,4.7,0.0005200000,0.1859000000
CVE-2017-8555,4.3,0.0024900000,0.6232200000
CVE-2017-8556,7.0,0.0005800000,0.2288100000
CVE-2017-8557,5.5,0.0009400000,0.3936200000
CVE-2017-8558,7.8,0.0452800000,0.9150400000
CVE-2017-8559,6.1,0.0028600000,0.6502600000
CVE-2017-8560,6.1,0.0028600000,0.6502600000
CVE-2017-8561,7.0,0.0004900000,0.1641700000
CVE-2017-8562,7.0,0.0004900000,0.1641700000
CVE-2017-8563,8.1,0.0023600000,0.6130100000
CVE-2017-8564,5.5,0.0012700000,0.4687500000
CVE-2017-8565,8.1,0.2024900000,0.9573900000
CVE-2017-8566,7.0,0.0005800000,0.2288100000
CVE-2017-8567,7.8,0.1960400000,0.9568800000
CVE-2017-8569,8.8,0.0047100000,0.7276400000
CVE-2017-8570,7.8,0.9733700000,0.9984000000
CVE-2017-8571,7.8,0.0029200000,0.6547400000
CVE-2017-8572,5.5,0.0096400000,0.8152200000
CVE-2017-8573,7.0,0.0005800000,0.2288100000
CVE-2017-8574,7.0,0.0005800000,0.2288100000
CVE-2017-8575,5.5,0.0009900000,0.4055500000
CVE-2017-8576,7.0,0.0030700000,0.6632200000
CVE-2017-8577,7.0,0.0019600000,0.5700100000
CVE-2017-8578,7.8,0.0022800000,0.6064500000
CVE-2017-8579,7.0,0.0028600000,0.6501200000
CVE-2017-8580,7.0,0.0019600000,0.5700100000
CVE-2017-8581,7.0,0.0005800000,0.2288100000
CVE-2017-8582,5.9,0.0094000000,0.8127900000
CVE-2017-8584,7.5,0.3169900000,0.9644200000
CVE-2017-8585,7.5,0.0092800000,0.8115800000
CVE-2017-8587,6.5,0.0049700000,0.7347900000
CVE-2017-8588,7.0,0.2018500000,0.9573400000
CVE-2017-8589,9.8,0.1879500000,0.9560600000
CVE-2017-8590,8.8,0.0006500000,0.2702700000
CVE-2017-8591,7.8,0.0516300000,0.9204500000
CVE-2017-8592,6.5,0.0074300000,0.7869400000
CVE-2017-8593,7.0,0.0005800000,0.2288100000
CVE-2017-8594,7.5,0.9193300000,0.9859200000
CVE-2017-8595,7.5,0.0288900000,0.8955100000
CVE-2017-8596,7.5,0.0062900000,0.7656800000
CVE-2017-8597,4.3,0.0127700000,0.8411900000
CVE-2017-8598,7.5,0.0288900000,0.8955100000
CVE-2017-8599,6.5,0.0040300000,0.7062000000
CVE-2017-8601,7.5,0.9532300000,0.9911200000
CVE-2017-8602,6.5,0.0050000000,0.7355300000
CVE-2017-8603,7.5,0.0477900000,0.9175000000
CVE-2017-8604,7.5,0.0477900000,0.9175000000
CVE-2017-8605,7.5,0.0477900000,0.9175000000
CVE-2017-8606,7.5,0.0689100000,0.9310500000
CVE-2017-8607,7.5,0.0689100000,0.9310500000
CVE-2017-8608,7.5,0.0689100000,0.9310500000
CVE-2017-8609,7.5,0.0477900000,0.9175000000
CVE-2017-8610,7.5,0.0477900000,0.9175000000
CVE-2017-8611,6.5,0.0037100000,0.6942400000
CVE-2017-8617,7.5,0.0337300000,0.9025100000
CVE-2017-8618,7.5,0.9470800000,0.9898500000
CVE-2017-8619,7.5,0.1854300000,0.9558000000
CVE-2017-8620,8.1,0.7232400000,0.9769100000
CVE-2017-8621,6.1,0.0029200000,0.6549900000
CVE-2017-8622,7.8,0.0010800000,0.4316000000
CVE-2017-8623,6.8,0.0018600000,0.5557200000
CVE-2017-8624,7.8,0.0010000000,0.4082400000
CVE-2017-8625,8.8,0.0108400000,0.8262900000
CVE-2017-8627,4.7,0.0006400000,0.2665100000
CVE-2017-8628,6.8,0.0011700000,0.4516600000
CVE-2017-8629,5.4,0.0018700000,0.5580500000
CVE-2017-8630,7.8,0.2316600000,0.9595300000
CVE-2017-8631,7.8,0.3914700000,0.9678400000
CVE-2017-8632,7.8,0.2316600000,0.9595300000
CVE-2017-8633,7.5,0.0054400000,0.7465900000
CVE-2017-8634,7.5,0.6117500000,0.9739700000
CVE-2017-8635,7.5,0.4858600000,0.9706800000
CVE-2017-8636,7.5,0.8920900000,0.9836200000
CVE-2017-8637,5.3,0.0022600000,0.6046400000
CVE-2017-8638,7.5,0.0221100000,0.8815700000
CVE-2017-8639,7.5,0.0221100000,0.8815700000
CVE-2017-8640,7.5,0.9221800000,0.9862300000
CVE-2017-8641,7.5,0.9575400000,0.9921600000
CVE-2017-8642,6.1,0.0032100000,0.6708400000
CVE-2017-8643,4.3,0.0089000000,0.8073500000
CVE-2017-8644,4.3,0.0656400000,0.9291100000
CVE-2017-8645,7.5,0.9221800000,0.9862300000
CVE-2017-8646,7.5,0.9221800000,0.9862300000
CVE-2017-8647,7.5,0.0221100000,0.8815700000
CVE-2017-8648,4.3,0.0127700000,0.8411900000
CVE-2017-8649,7.5,0.0802300000,0.9352300000
CVE-2017-8650,5.4,0.0030600000,0.6628700000
CVE-2017-8651,7.5,0.0062900000,0.7656800000
CVE-2017-8652,6.5,0.5874700000,0.9732700000
CVE-2017-8653,7.5,0.0439000000,0.9136800000
CVE-2017-8655,7.5,0.0221100000,0.8815700000
CVE-2017-8656,7.5,0.9221800000,0.9862300000
CVE-2017-8657,7.5,0.9221800000,0.9862300000
CVE-2017-8659,4.3,0.0127700000,0.8411900000
CVE-2017-8660,8.8,0.0983200000,0.9413400000
CVE-2017-8661,7.5,0.0041800000,0.7111500000
CVE-2017-8662,4.3,0.0127700000,0.8411900000
CVE-2017-8663,7.8,0.2316600000,0.9595300000
CVE-2017-8664,8.8,0.0246500000,0.8876900000
CVE-2017-8666,5.5,0.0019400000,0.5674500000
CVE-2017-8668,5.5,0.0014000000,0.4909900000
CVE-2017-8669,7.5,0.0689100000,0.9310500000
CVE-2017-8670,7.5,0.9485100000,0.9901900000
CVE-2017-8671,7.5,0.9221800000,0.9862300000
CVE-2017-8672,7.5,0.0221100000,0.8815700000
CVE-2017-8673,5.9,0.0046500000,0.7257200000
CVE-2017-8674,7.5,0.0221100000,0.8815700000
CVE-2017-8675,7.0,0.0007000000,0.2901500000
CVE-2017-8676,3.3,0.0306600000,0.8981200000
CVE-2017-8677,5.5,0.0019400000,0.5674500000
CVE-2017-8678,5.5,0.0012700000,0.4687500000
CVE-2017-8679,5.5,0.0019400000,0.5674500000
CVE-2017-8680,5.5,0.0012700000,0.4687500000
CVE-2017-8681,5.5,0.0012700000,0.4687500000
CVE-2017-8682,8.8,0.4618000000,0.9697800000
CVE-2017-8683,5.5,0.0388800000,0.9086900000
CVE-2017-8684,5.5,0.0012700000,0.4687500000
CVE-2017-8685,5.5,0.0012700000,0.4687500000
CVE-2017-8686,9.8,0.1586700000,0.9528400000
CVE-2017-8687,5.5,0.0012700000,0.4687500000
CVE-2017-8688,5.5,0.0019400000,0.5674500000
CVE-2017-8689,7.0,0.0081600000,0.7981400000
CVE-2017-8691,8.8,0.1383100000,0.9496500000
CVE-2017-8692,7.5,0.2370700000,0.9599400000
CVE-2017-8693,5.5,0.0019400000,0.5674500000
CVE-2017-8694,7.0,0.0006100000,0.2403200000
CVE-2017-8695,5.3,0.0141400000,0.8493300000
CVE-2017-8696,7.5,0.1069900000,0.9438300000
CVE-2017-8699,7.0,0.2322800000,0.9595700000
CVE-2017-8702,7.0,0.0006100000,0.2403200000
CVE-2017-8703,5.5,0.0006900000,0.2866800000
CVE-2017-8704,5.3,0.0005700000,0.2194100000
CVE-2017-8706,5.3,0.0006700000,0.2787600000
CVE-2017-8707,5.3,0.0006700000,0.2787600000
CVE-2017-8708,4.7,0.0012000000,0.4562500000
CVE-2017-8709,4.7,0.0007500000,0.3104600000
CVE-2017-8710,5.5,0.0046500000,0.7259200000
CVE-2017-8711,5.3,0.0006700000,0.2787600000
CVE-2017-8712,5.3,0.0006700000,0.2787600000
CVE-2017-8713,5.3,0.0006700000,0.2787600000
CVE-2017-8714,7.8,0.0109400000,0.8271000000
CVE-2017-8715,5.3,0.0005800000,0.2203500000
CVE-2017-8716,5.3,0.0005700000,0.2195600000
CVE-2017-8717,7.8,0.2746100000,0.9621600000
CVE-2017-8718,7.8,0.2746100000,0.9621600000
CVE-2017-8719,4.7,0.0007500000,0.3104600000
CVE-2017-8720,7.8,0.0010000000,0.4082400000
CVE-2017-8723,4.3,0.0040200000,0.7058100000
CVE-2017-8724,4.3,0.0310100000,0.8986800000
CVE-2017-8725,7.8,0.1960400000,0.9568800000
CVE-2017-8726,4.3,0.0370300000,0.9065000000
CVE-2017-8727,7.5,0.0477900000,0.9175000000
CVE-2017-8728,7.5,0.2370700000,0.9599400000
CVE-2017-8729,7.5,0.9236500000,0.9864500000
CVE-2017-8731,7.5,0.9236500000,0.9864500000
CVE-2017-8733,4.3,0.0026700000,0.6379800000
CVE-2017-8734,7.5,0.9236500000,0.9864500000
CVE-2017-8735,4.3,0.0310100000,0.8986800000
CVE-2017-8736,4.3,0.0080500000,0.7969400000
CVE-2017-8737,7.5,0.2370700000,0.9599400000
CVE-2017-8738,7.5,0.0335100000,0.9022100000
CVE-2017-8739,4.3,0.0169300000,0.8625900000
CVE-2017-8740,7.5,0.9236500000,0.9864500000
CVE-2017-8741,7.5,0.0689100000,0.9310500000
CVE-2017-8742,7.8,0.1960400000,0.9568800000
CVE-2017-8743,7.8,0.2615800000,0.9614400000
CVE-2017-8744,7.8,0.2872800000,0.9628600000
CVE-2017-8745,5.4,0.0021400000,0.5900600000
CVE-2017-8746,5.3,0.0005800000,0.2203500000
CVE-2017-8747,7.5,0.0477900000,0.9175000000
CVE-2017-8748,7.5,0.0689100000,0.9310500000
CVE-2017-8749,7.5,0.0477900000,0.9175000000
CVE-2017-8750,7.5,0.0439000000,0.9136800000
CVE-2017-8751,7.5,0.9193300000,0.9859200000
